artist,song,link,text,Moods
Jennifer Lopez,All My Love,/j/jennifer+lopez/all+my+love_20620559.html,"It's sucha shame, but I'm leaving,  
can't take the way you mis treated me.  
Well it's crazy, but oh baby oh baby,  
don't matter, what ever, don't phaze me.  
  
I don't belive you wanna leave like this, I can't beleive I just had my  
Last real kiss. I do belive with laugh and remanise, wait a minute, don't
bounce baby,  
Let's talk about this...  
  
I'm bouncen' I'm trounsha, I gotta leave you alone....  
  
Course:  
All my love was all I had.  
(Crud is what you had, baby girl I'm what you had)  
You'll be leavn' me but to bad.  
(B-e-t don't make desions what you bad.)  
So pack your trunks and run along.  
(I know your indepentent you can make it on your own)  
Here with me you had a home  
(Time is up for essances, why spend it alone.  
  
All those nights I waited up for you, promises you made  
Without comin' through. So much time you waisted, that's  
why I had to replace

",Techno
Dan Fogelberg,Heart Hotels,/d/dan+fogelberg/heart+hotels_20035755.html,"Well there's too many windows in this old hotel  
And rooms filled with reckless pride  
And the walls have grown sturdy  
And the halls have worn well  
But there is nobody living in inside  
Nobody living inside  
Gonna pull in the shutters on this heart of mine  
Roll up the carpets and pull in the blinds  
And retreat to the chambers that I left behind  
In hopes there still may be love left to find  
Still may be love left to find  
Seek inspiration in daily affairs  
Now your soul is in trouble and requires repairs  
And the voices you hear at the top of the stairs  
Are only echoes of unanswered prayers  
Echoes of unanswered prayers  
Well there's too many windows in this old hotel  
And rooms filled with reckless pride  
And the walls have grown sturdy  
And the halls have worn well  
But there is nobody living in inside  
Nobody living inside  

",Trance
Eddie Cochran,Latch On,/e/eddie+cochran/latch+on_20773825.html,"Well it's one, two, dig this clue  
Rock like crazy and follow through  
Latch on, a-latch on  
Latch on baby, you are really gone  
Well it's three, four, here's the score  
Jive with me baby like ya never before  
Latch on, latch on baby-baby  
Latch on, latch on baby-baby  
Latch on baby, you are really gone  
Well it's five, six, get your kicks  
Jump like a monkey with a barrell of tricks  
  
Well it's seven, eight, make it a date  
Take off cat like a rocket-eight  
  
Well it's nine, ten, now and then  
Take a little break and cool it again

",Tribal
Youth Of Today,Modern Love Story,/y/youth+of+today/modern+love+story_20253507.html,"A boy a girl a love story  
But why did it end in misery  
Taking our chances getting our thrills  
Taking and taking but never getting our fill  
And this is what I see a modern love story  
Love defined on our TV  
Telling us teaching us what we need  
Are we in love or just so alone  
That we're looking for anyone to hold  
And this is what I see a modern love story  
When the prey is caught, the thrill gone  
So we'll switch partners and move along  
And we won't use our brains  
Because our lust is too strong  
Overlooking the person to whom  
The body belongs  
And this is what I see a modern love story  
  

",Trip Hop
John Legend,So Gone,/j/john+legend/so+gone_21085506.html,"I'm a do my thing  
I'm a do, I'm a do, I'm a do my thing  
  
I was born at the end of december  
Not afraid that the cold of the winter  
Would keep me inside, hey  
Ever since mama left me at home  
I had to search for a class of my own  
And go there in my mind  
  
I had a dream like dr. King  
I had a song I had to sing  
And I knew it wasn't make believe  
When the teacher said to me  
Baby, who do you wanna be  
Said I don't know but I know that I'm a gonna leave  
  
I'm so gone (just you)  
All I do is walk alone (just me)  
I'm so gone (just you)  
I can make it on my own (just me)  
Alright  
  
Everybody wanna follow the crowd  
But I belong in the front singing loud  
And I'll go solo, hey  
But the fame is a hell of a temptress  
Not my wife but I guess she's a mistress, oh  
Can I let her go  
  
She can play tricks on your mind  
Have you leave your soul behind  
She's turned some niggas out  
But she can't keep her spell on me  
She can't keep back mailing me  
I'm free to leave, to be just me  
  
I'm so gone (just you)  
All I do is walk alone (just me)  
I'm so gone (just you)  
I can make it on my own (just me)  
  
So many (so many people tryna be somebody else)  
Tryna be somebody else (or whatever sells)  
I've got my own lane (I've got my own lane, I'm driving by myself)  
Hope you wish my well  
  
I'm so gone (just you)  
All I do is walk alone (just me)  
I'm so gone (just you)  
I can make it on my own (just me)  
  
I'm so gone (just you)  
All I do is walk alone (just me)  
I'm so gone (just you)  
I can make it on my own (just me)  
  
If I fall then let me fall, yea yea yea  
Oh cause I only got myself to blame  
Oh it's just me  
All I do is walk alone

",Turkish
Conway Twitty,Halfway To Heaven,/c/conway+twitty/halfway+to+heaven_20213954.html,"We're halfway to heaven  
Don't leave me, now  
  
The angels are singing  
Your lips are so near  
The bells are ringing  
And all 'cause you're hear  
Now we're halfway to heaven  
Darlin' stay, say you'll stay, with me.  
  
Your heavenly kisses  
Could take me there  
Oh, don't leave me stranded  
My heart's in midair  
Now we're halfway to heaven  
Darlin' stay, say you'll stay, with me.  
  
Oh, don't you know  
The closer you hold me  
The closer we'll be  
The gates of heaven  
Are now in sight  
If you really love me  
You'll be there tonight  
Oh, we're halfway to heaven  
Darlin' stay, say you'll stay, with me.  
  
Oh, don't you know  
The closer you hold me  
The closer we'll be  
The gates of heaven  
Are now in sight  
If you really love me  
You'll be there tonight  
Oh, we're halfway to heaven  
Darlin' stay, say you'll stay, with me

",Upbeat
Neil Young,Birds,/n/neil+young/birds_20098908.html,"Lover, there will be another one  
Who'll hover over you beneath the sun  
Tomorrow see the things that never come  
Today  
  
When you see me  
Fly away without you  
Shadow on the things you know  
Feathers fall around you  
And show you the way to go  
It's over, it's over.  
  
Nestled in your wings my little one  
This special morning brings another sun  
Tomorrow see the things that never come  
Today  
  
When you see me  
Fly away without you  
Shadow on the things you know  
Feathers fall around you  
And show you the way to go  
It's over, it's over.

",Urban
Madonna,Now I'm Following You,/m/madonna/now+im+following+you_20086879.html,"Lets dance, you can do a little two-step  
Ill go anywhere that you step to, cause I'm following you.  
My feet might be falling out of rhythm,  
Don't know what I'm doing with them, but I know I'm following you.  
  
Unlikely as it is to me, on the floor with two left feet  
Lets boogie woogie till our hearts skip a beat, but whos counting?  
Encore, once again around the dance floor  
Romance is in the picture too, now I'm following you.  
  
Unlikely as it is to me, on the floor with two left feet  
Lets boogie woogie till our hearts skip a beat, but whos counting?  
Encore, once again around the dance floor  
Romance is in the picture too, now I'm following you.

",Vocal
Stevie Wonder,Castles In The Sand,/s/stevie+wonder/castles+in+the+sand_20838951.html,"Mm  
On the beach where young lovers meet  
You can see them there as they sit and build  
Castles in the sand  
  
Heavenly she's so heavenly  
When she smiles at you  
And she helps you build castles in the sand  
  
The time comes when you stop pretending  
For all dreams must come to an ending  
Remember what happens to castles of sand  
The sea will wash them away  
Oh  
  
And the beach where they used to meet  
By the sand and sea waves have washed away  
Castles in the sand  
Castles in the sand  
Where did they go  
Castles in the sand  
Tell me, where did they go  
Castles in the sand  
I wanna know where did they go

",Waltz
Steve Miller Band,Ain't That Lovin' You Baby,/s/steve+miller+band/aint+that+lovin+you+baby_20285254.html,"[Chorus:]  
Ain't that lovin' you, baby?  
Ain't that lovin' you, baby?  
Ain't that lovin' you, baby?  
But you don't even know my name  
  
Listen to me, baby  
What I say is true  
They could drop me in the ocean  
I'd swim to the bank  
And get back home to you  
  
[Chorus]  
  
They may kill me, darlin'  
Honey, just like they do  
Well, my body might die  
But my spirit's gonna rise  
And crawl back home to you  
  
[Chorus]  
  
Ain't that lovin' you, baby?  
Ain't that lovin' you, baby?  
Ain't that lovin' you, baby?  
But you don't even know my name  
Don't even know my name  
  
Ain't that lovin' you, baby?  
Ain't that lovin' you, baby?  
Ain't that lovin' you, baby?  
But you don't even know my name  
Said, you don't even know my name  
Said, you don't even know my name  
No, you don't even know my name  
No, you don't even know my name  
No, you don't even know my name

",War
Howard Jones,Hunger For The Flesh,/h/howard+jones/hunger+for+the+flesh_20066146.html,"Spare a thought for the souls  
Who cannot leave this earth  
The attachments bind so tightly, not a chance  
Not a chance of a new birth  
The river gently beckons  
But the answer is no  
Gripping their illusions  
They cannot let them go  
Hunger for the flesh  
Leads them to a weaker heart  
Mortals who imprisoned themselves  
Let them have a new start  
Wishing to hold onto life and all it's games  
Singing their lament song  
Holding back the change  
They came here for to dance  
To learn and not to cling  
Holding onto life  
As if it were the important thing  
Hunger for the flesh  
Hunger for security  
Caught up in the mesh  
Caught up for eternity  
Hunger for the flesh  
Hunger for security  
Caught up in the mesh  
Caught up for eternity  
The river gently beckons  
But the answer is no  
Gripping their illusions  
They cannot let them go  
Hunger for the flesh  
Leads them to a weaker heart  
Mortals who imprison themselves  
Let them have a new start  
Let them have a new start  
Hunger for the flesh  
Hunger for security  
Caught up in the mesh  
Caught up for eternity  
Hunger for the flesh  
Hunger for security  
Caught up in the mesh  
Holding back the change  

",Western
Ian Hunter,All American Alien Boy,/i/ian+hunter/all+american+alien+boy_20066509.html,"I packed my bags - in the land of rags  
'Cause I don't believe in them dimmo drags  
Don't want to vote for the left wing - don't want to vote for the right  
I gotta have both-to make me fly  
  
Just a whitey from Blighty - heading out west  
Got my little green card an' my bulletproof vest  
Goin' to old tube city - where the buzz is the best  
On down the line (down the line) down the line (down the line)  
  
Well I was born (on the line) an' I was raised (on the line)  
I was schooled (on the line) an' I was fazed (on the line)  
An' I was used (on the line) an' I was dazed (on the line)  
Just had to split (off the line) 'cause I was crazed (off the line)  
  
An' I remember all the good times - me 'n Miller enjoyed  
Up and down the M1 in some luminous yo-yo toy  
But the future has to change - and to change I've got to destroy  
Oh look out Lennon here I come - land ahoy-hoy-hoy  
  
All American Alien Boy All American Alien Boy  
Don't look down put your feet on the ground don't drown in the big aquarium  
Don't walk slow - put on a big show - shove your meat down vegetarians  
Don't get slugged, get mugged, get bugged, or they'll sling you in the jug  
Shove you under some rug, give you some drug - pull out the plug and then...  
  
And they're telling me this hamburger's cheaper than the other  
An' this television's cheaper than the other  
And they're selling me hotdogs cheaper than the other  
An' these pizzas cheaper than the other  
And I don't understand all this - I'm just an All American Alien Boy  
  
An' they're telling me rifles are shot in Connecticut  
They're telling me pistols are shot in Westchester  
You can get a Saturday Night Special on Flatbush, on the Bowery, or the Bronx  
  
Or on 42nd Street - And I don't understand all this - being an All American
Alien Boy  
I've got sodium nitrate rotting in my guts  
My head's full of ulcers I got lungs full of butts  
My heart wants a transplant - it thinks that I'm nuts  
My luggage won't open - my eyes won't shut  
An' I'm beginning to dig all this - being an All American Alien Boy  
  
And your women are always right (alright)  
They always know so much more  
'Cause the women came from heaven  
An' the men came outta some store  
An' they don't know who they are and they don't know what they're for  
  
I'm an All American Alien Boy - look out Mary Tyler Moore  
All American Alien Boy  
  
Ten Bears, Two Bears, Standing Bear, Plenty Bear,  
Old Bear, Brave Bear, Hollow Horn Bear  
Silver Knife, Spotted Tail, Yellow Hand, Red Cloud,  
Red Fox, Red Horse, Black Kettle,  
White Ghost, White Bull, White Thunder, White Hog,  
Hold on a minute gotta frog in my throat  
Cochise, Alchise, Roman Nose, Geronimo - hold on a minute - more to go  
Sitting Bull, Tall Bull, Crazy Horse and Short Bull,  
Low Dog, Red Dog, Yellow Wolf, Low Wolf  
Loco, Victorio, Chato, Little Crow, Dead Eyes, Jak, Taza an' Colorow  
My mouth's exploding that's enough of this noise  
I guess we're all - All American Alien Boys.

",World
Morrissey,I Am Two People,/m/morrissey/i+am+two+people_20266035.html,"I love you  
It's murder  
  
I am two people  
One you know  
But don't like  
The other one  
You don't know  
But you don't want to  
  
I am two people  
One you know  
But don't like  
The other one  
You don't know  
But you don't want to  
  
I love you  
It's pointless  
In my soul  
If I live or die  
This life  
  
I am two people  
One you know  
But don't like  
The other one  
You don't know  
But you don't want to  
  
I have two faces  
One of which you know  
The other one  
For your sake  
I never would show  
  
It's just because I love you  
I cannot bear to be around you  
And if only one or the other  
Of us would drop down dead  
  
I am, I am...

",Zydeco
Warren Zevon,The Overdraft,/w/warren+zevon/the+overdraft_10185991.html,"I had a little girl, now  
We crossed the state line  
It was more than just an overdraft  
We were looking at time  
If I do say so I can't let go  
And I don't take no for an answer  
If I do say so I can't let go  
And I don't take no for an answer  
We had to leave in a hurry, now  
No time to hesitate  
It was worse than misunderstanding  
I had to ask her not to call it fate  
If I do say so I can't let go  
And I don't take no for an answer  
If I do say so I can't let go  
And I don't take no for an answer  
No one sleeps on the yellow line  
No one's that alone  
Someone's in the window  
So don't try to use the phone  
We're just up against it  
We turned up in the zone  
If you ever get an overdraft  
You'll never make it home  
If I do say so I can't let go  
And I don't take no for an answer  
If I do say so I can't let go  
And I don't take no for an answer  
If I do say so I can't let go  
And I don't take no for an answer  
If I do say so I can't let go  
And I don't take no for an answer

",Bagpipe
The Beatles,Love You To,/b/beatles/love+you+to_10026679.html,"Each day just goes so fast  
I turn around, it's past  
You don't get time to hang a sign on me  
  
Love me while you can  
Or I'll get a plan  
  
A lifetime is so short  
A new one can't be bought  
But what you've got means such a lot to me  
  
Make love all day long  
Make love singing songs  
  
Make love all day long  
Make love singing songs  
  
There's people standing round  
Who screw you in the ground  
They'll fill you in with all the things you see  
  
I'll make love to you  
If you want me to

",Ballad
Tori Amos,Flying Dutchman,/t/tori+amos/flying+dutchman_20139586.html,"Hey kid, I got a ride for you  
They say your brain is a comic book tattoo  
And you'll never be anything  
What will you do with your life  
That's all you hear from noon till night  
  
Take a trip on a rocket ship baby where the sea is the sky  
I know the guy who runs the place and he's out-a-sight  
Flying Dutchman are you out there  
Flying Dutchman are you out there  
  
Straight suits, they don't understand  
She tried, that one, with the alligator boots but the other side drew her in  
Heart falling fast when she left, even the Milky Way was dressed in black  
  
Take a trip on a rocket ship baby where the sea is the sky  
I know the guy who runs the place and he's out-a-sight  
Flying Dutchman are you out there  
Flying Dutchman are you out there  
  
'Cause they can't see what you're born to be  
They can see me  
They can't be  
What they can't believe  
They can see what you see  
  
They'll keep the boy spinning in their own little world ah.  
Tie him up so he won't say a word  
They'll keep the boy spinning in their own little world  
So afraid he'll be what they never were

",Baroque
NOFX,Hotdog In A Hallway,/n/nofx/hotdog+in+a+hallway_20101517.html,"He'll have another piece of pie  
She'll have a double reuben rye  
She works hard at eating well  
That's why I love her  
  
She's got a couple of pony kegs  
Her arms are bigger than my legs  
And when she holds  
Me I can't breathe  
  
That's why I love her yeah,  
I'm her butter she's my bread  
She's like mobile waterbed  
And when I get on top of her  
I can't touch the mattress  
  
And when her flesh begins to sag  
She's like a human sleeping bag  
I feel so cozy safe and warm  
She's my insulation  
  
I always know where she sat  
And when she's on me I get flat  
Some broken ribs a punctured lung  
That's why I love her  
  
She's my phillie, I'm her stud  
Her bean is bigger than my pud  
It's like feeding a tic-tac to a whale  
That's why I love her

",Bass
Jackson Browne,If I Only Had A Brain,/j/jackson+browne/if+i+only+had+a+brain_20068592.html,"See, I can't scare anybody  
They come from miles around  
To laugh in my face and eat in my field  
  
Said a scarecrow swinging on a pole  
To some blackbirds sittin' on a fence  
""Oh, the Lord gave me a soul,  
But forgot to give me common sense.""  
  
Said the blackbirds, ""Well, well, well.  
What the thunder would you do with common sense?""  
Said the scarecrow, ""Would be pleasin'  
Just to reason out the reason  
Of the wishes and the whyness and the whence.""  
  
If I had an once of common sense...  
(If he had an ounce of common sense...)  
  
(""Well, what would you do Scarecrow?"")  
I would while away the hours  
Conferrin' with the flowers  
Consultin' with the rain  
And my head I'd be scratchin'  
While my thoughts were busy hatchin'  
If I only had a brain  
  
I'd unravel every riddle  
For every individle  
In trouble or in pain  
With the thoughts I'd be thinkin'  
I could be another Lincoln  
If I only had a brain  
  
Oh, I could tell you why  
The ocean's near the shore  
I could think of things I never thought before  
Then I'd sit and think some more  
  
I would not be just a nothin'  
My head all full of stuffin'  
My heart all full of pain  
I would dance and by merry  
Life would be a dingle derry  
If I only had a brain  
  
If I only had a brain...  
(If he only had a brain...)  
  
I could tell you why  
The ocean's near the shore  
I could think of things I never thought before  
And then I'd sit and think some more  
  
Yeah, it would be kind of pleasin'  
To reason out the reason  
For the things I can't explain  
Then perhaps I'd deserve you  
And be even worthy of you  
If I only had a brain  
  
I could dance and by merry  
Life would be a dingle derry  
If I only had a brain  
  
If I only had a brain...  
(If he only had a brain...)

",Beat
Britney Spears,Privacy,/b/britney+spears/privacy_20748045.html,"(Demo Version)  
  
Ain't  
The pictures enough  
Why do you  
Go through so much  
To get  
The stories you need  
So you can bury me  
  
You've got  
The people confused  
You tell the stories  
You choose  
You try  
To get me to lose  
The girl I really am  
  
You keep on stalking me  
I Invading my privacy  
Why didn't won't you  
Just let me be  
Cause your camera's  
Can't control  
  
The minds  
Of those who know  
That you even  
Sell your soul  
Just to get  
Your stories sold  
  
I need my privacy  
Yeah, yeah  
I need my privacy  
Yeah, yeah  
So paparazzi  
Yeah, yeah  
Get away from me  
Just get away from me

",Beautiful
Dean Martin,I Feel Like A Feather In The Breeze,/d/dean+martin/i+feel+like+a+feather+in+the+breeze_20195184.html,"I feel like a feather in the breeze  
Riding on high, high in the sky  
Honey and I walking on air  
Since the moment that she told me she cared  
Feel like a feather in the breeze  
Floating through space in your embrace  
Dancing on clouds way up above  
Since the second that you beckoned my love  
I'm happy  
So happy when you're near  
My troubles just disappear  
As soon as you're by my side well I'm satisfied  
I feel like a feather in the breeze  
Having my fun, kissing the sun  
And it's because you are the one  
So I'm singing like the birdies in the trees  
And feeling like a feather in a breeze  
I'm happy  
So happy when you're near  
My troubles just disappear  
As soon as you're by my side well I'm satisfied  
I feel like a feather in the breeze  
Having my fun, kissing the sun  
And it's because you are the one  
So I'm singing like the birdies in the trees  
And feeling like a feather  
Feeling like a feather  
Feeling like a feather  
Feeling like a feather in the breeze  
  
  

",Big Band
Green Day,Christie Road,/g/green+day/christie+road_20062724.html,"Staring out of my window watching the cars go rolling by  
My friends are gone I've got nothing to do  
So I sit here patiently watching the clock tick so slowly  
Gotta get away or my brains will explode  
  
Give me something to do to kill some time  
Take me to that place that I call home  
Take away the strains of being lonely  
Take me to the tracks at Christie Road  
  
See the hills from afar standing on my beat up car  
The sun went down and the night fills the sky  
Now I feel like me once again as the train comes rolling in  
Smoked my boredom gone, slapped my brains up so high  
  
Give me something to do to kill some time  
Take me to that place that I call home  
Take away the strains of being lonely  
Take me to the tracks at Christie Road  
  
Mother, stay out of my way of that place we go  
We'll always seem to find our way to Christie Road  
Mother, stay out of my way of that place we go  
We'll always seem to find our way to Christie Road  
  
If there is one thing that I need that makes me feel complete  
So I go to Christie Road, it's home, it's home  
It's home, it's home, it's home

",Smooth
Alice In Chains,Killer Is Me,/a/alice+in+chains/killer+is+me_20005902.html,"  
  
  
Don't need a gun  
Pointed at me  
Don't need to run  
Killer is me  
Killer is me  
So the sun  
Shines upon me  
Having fun  
Killer is me  
Insane the mind  
In the name of me  
Can't find the time  
To let things be  
Insane the mind  
In the name of me  
Can't find the time  
To let things be  
Let things be  
Oh yeah  
Can I start over?  
Oh yeah  
Can I start over?  
And get over it  
So the sun  
Shines upon me  
Having fun  
Killer is me  
Killer is me  
Killer is me  
Oh yeah  
Can I start over?  
Oh yeah  
Can I start over?  
And get over it  
Let things be  
Jerry: ""Thank you!""  
""Thanks, that was really fun...""  
Layne: ""I wish I could just hug you all! But I'm not gonna...""  
  

",Soul
Warren Zevon,"Lawyers, Guns And Money",/w/warren+zevon/lawyers+guns+and+money_10185985.html,"I went home with a waitress the way I always do  
How was I to know she was with the Russians, too?  
  
I was gambling in Havana - I took a little risk  
Send lawyers, guns, and money  
Dad, get me out of this  
  
An innocent bystander  
Somehow I got stuck between a rock and a hard place  
And I'm down on my luck  
Yes, I'm down on my luck  
Well, I'm down on my luck  
  
I'm hiding in Honduras - I'm a desperate man  
Send lawyers, guns, and money  
The shit has hit the fan  
  
Send lawyers, guns, and money...

",Sound Effects
Rascal Flatts,Walk The Llama Llama,/r/rascal+flatts/walk+the+llama+llama_20343280.html,"Walk The llama llama  
Walk The llama llama  
Take in the panorama  
Walk The llama llama - llama llama  
Don't have to be a drama  
Walk The llama llama - llama llama  
No one could be calmer  
Walk The llama llama  
Walk The llama llama  
Double L. A. M. A  
  
Fluff up your fur  
Stick out your chest  
Walk The llama llama  
Now your looking your best  
Keep out the wind  
Keep out the snow  
Wool by llama from head to toe  
  
Walk The llama llama - llama llama  
Take in the panorama  
Walk The llama llama  
Walk The llama llama  
Double L. A. M. A  
  
Cool in the summer  
Warm in the cold  
A perfect fashion statement  
For the young and the old  
A cloak for the priest  
A hat for the farmer  
You could be looking at the emperor's pajamas  
  
That's way the llama walks so proud  
That's way the llama holds his head up in the crowd  
All of us applaud his generosity  
He's more than just a passing curiosity  
He covers up our pride  
And all those things we have to hide  
In any civilized society  
  
Walk The llama llama

",Soundtrack
Hank Williams Jr.,(I Don't Have) Anymore Love Songs,/h/hank+williams+jr/i+dont+have+anymore+love+songs_20184954.html,"There's been some things that I've wanted to say a long time.  
Never have I spent a day without you on my mind.  
And I've tried a lot of songs and I need to try one that's new.  
But I don't have anymore love songs to try on you.  
  
We just can't ever get it together it seems.  
You'are arm's don't hold me the way that they do in my dreams.  
And it's hard to make up things that you never do.  
And I don't have anymore love songs to make up about you.  
  
I don't have anymore love songs to write for you.  
Too many I wrote before have never come true.  
And it's hard to make up lines for things you don't do.  
And I don't have anymore love songs to sing for you.  
  
And it's hard to make up things that you never do.  
And I don't have anymore love songs to sing for you.

",Spanish
Utada Hikaru,Blue,/u/utada+hikaru/blue_21063002.html,"I find hard to breathe  
As life just eats away  
At the faces that surround me  
They look tired today  
The lady at my table  
Doesn't want me here  
I just want to talk to her  
But would she laugh to my accent  
And make fun of me  
It doesn't seem like  
The blue sky's here for me  
  
There are no girls in here  
As far as I can see  
Only pin-up posters  
Looking down at me  
Watching papercups of coffee  
Growing cold before my eyes  
All the things I see  
That makes me realize  
I'm in this big world without you  
Nothing tomy name  
I never knew that  
Blue sky meant such pain  
  
I'm dying to be different  
In the coffee shop  
I lived to double strength  
Now my supplies are cut  
Oh, I'm older than my looks  
And older than my years  
I'm too young to take on  
My deepest fears  
I used to be confused  
But now I just don't know  
Since you left I've been watching  
Blue skies come and go

",Spiritual
Pearl Jam,Parachutes,/p/pearl+jam/parachutes_20536101.html,"Why deny all the troubles when combined  
With the missing links it don't feel like home now  
  
That your gone all the troubles suddenly explained infinitum  
You're always wishing and never here at home  
  
You all the dreams we shared and  
Lights we turned on  
But the house is getting dark  
  
And I don't want to know your past  
But together share the dawn  
And I won't need nothing else  
Cause when we're dead  
We would've had it all and died  
  
I would've fallen from the sky til you  
Parachutes have opened now  
  
Heaven knows if there's a ceiling  
Come so low with the kneeling  
Please know that I got all the friends I'm needing  
Before my light go out  
As the doors are closing now  
  
And far away will be my home  
And to grasp this, I don't know  
But I don't need  
Further back and forth, a wave will break on me today  
  
And love  
Wish the world could glow again with love  
One can't see to have enough  
  
And war  
Break the sky and tell me what it's for  
I'll travel there on my own  
  
And love  
What a different life  
Had I not found this love with you

",Sports
Fall Out Boy,America's Suitehearts,/f/fall+out+boy/americas+suitehearts_20769248.html,"You could have knocked me out with a  
(Feather)  
I know you've heard this all before, but were just Hell's  
(Neighbors)  
Why-why-why won't the world revolve around me?  
Build my dreams  
Trees grow all over the streets  
  
But I don't know much about classic cars  
But I got a lot of friends stuck on classic coke  
Down, set, one, hut, hut, hike,  
Media blitz  
  
[Chorus]  
Let's hear it for America's suitehearts  
But I must confess  
I'm in love with my own sins  
Let's hear it for America's suitehearts  
But I must confess  
I'm in love with my own sins  
  
You can bow and pretend  
That you don't, don't know you're a legend oh  
Time, time, time, hasn't told  
Anyone else, yeah  
Let my love loose again  
  
But I don't know much about classic cars  
But I got a lot of friends stuck classic coke  
Down, set, one, hut, hut, hike  
Media blitz  
  
[Chorus]  
  
You could have knocked me out with a feather  
I know you heard this all before  
  
[Chorus]  
  
Suitehearts, suitehearts, suitehearts (suitehearts)

",Storytelling
Kinks,Days,/k/kinks/days_20079252.html,"Thank you for the days,  
Those endless days, those sacred days you gave me.  
I'm thinking of the days,  
I won't forget a single day, believe me.  
  
I bless the light,  
I bless the light that lights on you believe me.  
And though you're gone,  
You're with me every single day, believe me.  
  
Days I'll remember all my life,  
Days when you can't see wrong from right.  
You took my life,  
But then I knew that very soon you'd leave me,  
But it's all right,  
Now I'm not frightened of this world, believe me.  
  
I wish today could be tomorrow,  
The night is dark,  
It just brings sorrow anyway.  
  
Thank you for the days,  
Those endless days, those sacred days you gave me.  
I'm thinking of the days,  
I won't forget a single day, believe me.  
  
Days I'll remember all my life,  
Days when you can't see wrong from right.  
You took my life,  
But then I knew that very soon you'd leave me,  
But it's all right,  
Now I'm not frightened of this world, believe me.  
Days.  
  
Thank you for the days,  
Those endless days, those sacred days you gave me.  
I'm thinking of the days,  
I won't forget a single day, believe me.  
  
I bless the light,  
I bless the light that shines on you believe me.  
And though you're gone,  
You're with me every single day, believe me.  
Days.

",Surf
Miley Cyrus,Sure I Don't Care,/m/miley+cyrus/sure+i+dont+care_20886241.html,"I don't care what you say to me. Just forget that that we were meant to be
(oooooh)  
You were never meant for me your jokes were biting me to the bone. And the
things we shared I couldn't bare...  
Chorus  
Sure I don't care you always get your way. I wanna hang up now (up now.) I
thought you were good guy at first but you always turning me down.  
Baby Baby just ignore me. We have no chemistry... (no no.)  
You hurt girls as fast as people blink no one wants to take that... (ah ah.)  
Chorus  
I'm sorry I have to say this but... Goodbye... Hahaha

",Swing
Chris Brown,Another You,/c/chris+brown/another+you_20896507.html,"Your a breath of fresh air  
I need you without you I can't live  
Your in cahoots with my heart (that's the way you stole it)  
It's gotta be a insider job  
You're a diamond, shawty perfect (perfect ohh)  
But you're body still sparkle (sparkels)  
I'm on a knee, holding your left hand  
I know where that missing diamond should  
  
Go, ooh, oh, ooh, oh oh oh  
Is there a magical garden where more of you  
Grow, ooh, oh, ooh, oh oh oh  
I didn't think so  
  
Feel like I just won the lotto  
I found a one in a million you(oh)  
God made you from the Earth and he broke the mold.  
There will never be another you(ooh)  
Never be another you(ohhh)  
Never be another you  
  
Now I can spend my whole life  
Searching for something that's better than my dear  
But that's a waist of my time (cause what's better than perfect love?)  
Nothing, that's what my point is  
You can stand in front of the mirror (mirror, ohh)  
And there wouldn't be a reflection (noo)  
Cause there's only one of you  
And that's why I never let you  
  
Go, ooh, oh, ooh, oh oh oh  
Is there a magical garden where more of you  
Grow ooh, oh, ooh, oh oh oh  
I didn't think so (noo)  
  
Felt like I just won the lotto  
I found a one in a million you(oh)  
God made you from the Earth and he broke the mold.  
There will never be another you(ooh)  
Never be another you(ohh)  
Never be another you  
  
Ima firm believer  
In never say never  
But I can say I'll never find another you  
They can say what ever  
Man it don't even matter  
Cause I know our love is true(x2)  
Yeahhh  
  
Felt like I just won the lotto  
I found a one in a million you(you yeah)  
God made you from the Earth and he broke the mold.  
There will never be another you(ooh)  
Never be another you(ohh)  
Never be another you  
(Woah woah oh x5)  
There will never be another you...

",Symphonic
Israel,Jesus At The Center,/i/israel/jesus+at+the+center_21045611.html,"Jesus at the center of it all  
Jesus at the center of it all  
From beginning to the end  
It will always be, it's always been You Jesus  
Jesus  
  
Jesus at the center of it all  
Jesus at the center of it all  
From beginning to the end  
It will always be, it's always been You Jesus  
Jesus  
  
Nothing else matters, nothing in this world will do  
Jesus You're the center, and everything revolves around You  
Jesus You  
  
So Jesus be the center of my life  
Jesus be the center of my life  
From beginning to the end  
It will always be, it's always been You Jesus  
Oh Jesus  
  
Nothing else matters, nothing in this world will do  
Jesus You're the center, and everything revolves around You  
Jesus You  
  
From my heart to the Heavens  
Jesus be the center  
It's all about You  
Yes it's all about You  
[X4]  
  
Nothing else matters, nothing in this world will do  
Jesus You're the center, and everything revolves around You  
Jesus You  
  
Jesus at the center of it all  
Jesus at the center of it all  
From beginning to the end  
It will always be, it's always been You Jesus

",Tango
